結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程_m
高架路段,1+850.0,112+338.555,,2764444.710,271182.358,112.960
高架路段,1+860.0,112+348.555,,2764439.629,271190.971,113.204
高架路段,1+870.0,112+358.555,,2764434.548,271199.584,113.487
高架路段,1+880.0,112+368.555,,2764429.466,271208.197,113.794
高架路段,1+890.0,112+378.555,,2764424.385,271216.809,114.101
高架路段,1+900.0,112+388.555,,2764419.304,271225.422,114.408
高架路段,1+910.0,112+398.555,,2764414.222,271234.035,114.714
高架路段,1+920.0,112+408.555,,2764409.141,271242.648,115.021
高架路段,1+930.0,112+418.555,,2764404.060,271251.261,115.328
高架路段,1+940.0,112+428.555,,2764398.979,271259.873,115.634
高架路段,1+950.0,112+438.555,,2764393.897,271268.486,115.941
高架路段,1+960.0,112+448.555,,2764388.816,271277.099,116.248
高架路段,1+970.0,112+458.555,,2764383.735,271285.712,116.554
高架路段,1+980.0,112+468.555,,2764378.653,271294.325,116.861
高架路段,1+990.0,112+478.555,,2764373.572,271302.937,117.168
高架路段,2+000.0,112+488.555,,2764368.491,271311.550,117.475
高架路段,2+010.0,112+498.555,,2764363.410,271320.163,117.781
高架路段,2+020.0,112+508.555,,2764358.328,271328.776,118.088
高架路段,2+030.0,112+518.555,,2764353.247,271337.389,118.395
高架路段,2+040.0,112+528.555,,2764348.166,271346.002,118.698
高架路段,2+050.0,112+538.555,,2764343.084,271354.614,118.968
高架路段,2+060.0,112+548.555,,2764338.003,271363.227,119.199
高架路段,2+070.0,112+558.555,,2764332.922,271371.840,119.389
高架路段,2+080.0,112+568.555,,2764327.840,271380.453,119.540
高架路段,2+090.0,112+578.555,,2764322.759,271389.066,119.650
高架路段,2+100.0,112+588.555,,2764317.678,271397.678,119.723
高架路段,2+110.0,112+598.555,,2764312.597,271406.291,119.788
高架路段,2+120.0,112+608.555,,2764307.515,271414.904,119.854
高架路段,2+130.0,112+618.555,,2764302.414,271423.505,119.926
高架路段,2+140.0,112+628.555,,2764297.231,271432.057,120.005
高架路段,2+150.0,112+638.555,,2764291.899,271440.517,120.087
高架路段,2+160.0,112+648.555,,2764286.354,271448.838,120.168
高架路段,2+170.0,112+658.555,,2764280.535,271456.970,120.244
高架路段,2+180.0,112+668.555,,2764274.385,271464.854,120.313
高架路段,2+190.0,112+678.555,,2764267.872,271472.441,120.378
高架路段,2+200.0,112+688.555,,2764261.005,271479.709,120.444
高架路段,2+210.0,112+698.555,,2764253.800,271486.642,120.509
高架路段,2+220.0,112+708.555,,2764246.273,271493.224,120.575
高架路段,2+230.0,112+718.555,,2764238.441,271499.441,120.641
高架路段,2+240.0,112+728.555,,2764230.324,271505.280,120.705
高架路段,2+250.0,112+738.555,,2764221.964,271510.766,120.761
高架路段,2+260.0,112+748.555,,2764213.417,271515.957,120.812
高架路段,2+270.0,112+758.555,,2764204.733,271520.914,120.861
高架路段,2+280.0,112+768.555,,2764195.955,271525.705,120.912
高架路段,2+290.0,112+778.555,,2764187.124,271530.397,120.970
高架路段,2+300.0,112+788.555,,2764178.277,271535.059,121.035
高架路段,2+310.0,112+798.555,,2764169.430,271539.719,121.100
高架路段,2+320.0,112+808.555,,2764160.582,271544.380,121.166
高架路段,2+330.0,112+818.555,,2764151.735,271549.041,121.232
高架路段,2+340.0,112+828.555,,2764142.887,271553.701,121.297
高架路段,2+350.0,112+838.555,,2764134.040,271558.362,121.363
高架路段,2+360.0,112+848.555,,2764125.192,271563.023,121.428
高架路段,2+370.0,112+858.555,,2764116.345,271567.683,121.494
高架路段,2+380.0,112+868.555,,2764107.497,271572.344,121.560
高架路段,2+390.0,112+878.555,,2764098.650,271577.004,121.625
高架路段,2+400.0,112+888.555,,2764089.802,271581.665,121.691
高架路段,2+410.0,112+898.555,,2764080.955,271586.326,121.756
高架路段,2+420.0,112+908.555,,2764072.107,271590.986,121.822
高架路段,2+430.0,112+918.555,,2764063.260,271595.647,121.888
高架路段,2+440.0,112+928.555,,2764054.412,271600.308,121.953
高架路段,2+450.0,112+938.555,,2764045.565,271604.968,122.019
高架路段,2+460.0,112+948.555,,2764036.717,271609.629,122.084
高架路段,2+470.0,112+958.555,,2764027.870,271614.289,122.150
高架路段,2+480.0,112+968.555,,2764019.022,271618.950,122.216
高架路段,2+490.0,112+978.555,,2764010.175,271623.611,122.281
高架路段,2+500.0,112+988.555,,2764001.327,271628.271,122.347
高架路段,2+510.0,112+998.555,,2763992.480,271632.932,122.412
高架路段,2+520.0,113+008.555,,2763983.637,271637.602,122.478
高架路段,2+530.0,113+018.555,,2763974.800,271642.283,122.544
高架路段,2+540.0,113+028.555,,2763965.968,271646.972,122.609
高架路段,2+550.0,113+038.555,,2763957.135,271651.660,122.675
高架路段,2+560.0,113+048.555,,2763948.302,271656.349,122.740
高架路段,2+570.0,113+058.555,,2763939.469,271661.037,122.806
高架路段,2+580.0,113+068.555,,2763930.636,271665.726,122.872
高架路段,2+590.0,113+078.555,,2763921.804,271670.414,122.937
高架路段,2+600.0,113+088.555,,2763912.971,271675.103,123.003
高架路段,2+610.0,113+098.555,,2763904.137,271679.788,123.068
高架路段,2+620.0,113+108.555,,2763895.296,271684.462,123.134
高架路段,2+630.0,113+118.555,,2763886.449,271689.125,123.197
高架路段,2+640.0,113+128.555,,2763877.602,271693.785,123.244
高架路段,2+650.0,113+138.555,,2763868.754,271698.446,123.275
高架路段,2+660.0,113+148.555,,2763859.907,271703.107,123.289
高架路段,2+670.0,113+158.555,,2763851.059,271707.767,123.290
高架路段,2+680.0,113+168.555,,2763842.212,271712.428,123.290
高架路段,2+690.0,113+178.555,,2763833.364,271717.088,123.290
高架路段,2+700.0,113+188.555,,2763824.517,271721.749,123.290
高架路段,2+710.0,113+198.555,,2763815.669,271726.410,123.290
高架路段,2+720.0,113+208.555,,2763806.822,271731.070,123.290
高架路段,2+730.0,113+218.555,,2763797.974,271735.731,123.290
高架路段,2+740.0,113+228.555,,2763789.127,271740.392,123.290
高架路段,2+750.0,113+238.555,,2763780.279,271745.052,123.290
高架路段,2+760.0,113+248.555,,2763771.432,271749.713,123.290
高架路段,2+770.0,113+258.555,,2763762.584,271754.374,123.290
高架路段,2+780.0,113+268.555,,2763753.737,271759.034,123.290
高架路段,2+790.0,113+278.555,,2763744.889,271763.695,123.290
高架路段,2+800.0,113+288.555,,2763736.042,271768.355,123.290
高架路段,2+810.0,113+298.555,,2763727.194,271773.016,123.290
高架路段,2+820.0,113+308.555,,2763718.347,271777.677,123.290
高架路段,2+830.0,113+318.555,,2763709.499,271782.337,123.290
高架路段,2+840.0,113+328.555,,2763700.652,271786.998,123.290
高架路段,2+850.0,113+338.555,,2763691.804,271791.659,123.290
高架路段,2+860.0,113+348.555,,2763682.957,271796.319,123.290
高架路段,2+870.0,113+358.555,,2763674.109,271800.980,123.290
高架路段,2+880.0,113+368.555,,2763665.262,271805.640,123.290
高架路段,2+890.0,113+378.555,,2763656.414,271810.301,123.290
高架路段,2+900.0,113+388.555,,2763647.567,271814.962,123.290
高架路段,2+910.0,113+398.555,,2763638.719,271819.622,123.290
高架路段,2+920.0,113+408.555,,2763629.872,271824.283,123.290
高架路段,2+930.0,113+418.555,,2763621.024,271828.944,123.290
高架路段,2+940.0,113+428.555,,2763612.176,271833.604,123.290
高架路段,2+950.0,113+438.555,,2763603.329,271838.265,123.290
高架車站,0+000.0,113+439.709,A20(興南站),2763602.308,271838.803,123.290
高架路段,0+010.0,113+449.709,,2763593.461,271843.463,123.290
高架路段,0+020.0,113+459.709,,2763584.613,271848.124,123.290
高架路段,0+030.0,113+469.709,,2763575.766,271852.784,123.290
高架路段,0+040.0,113+479.709,,2763566.918,271857.445,123.290
高架路段,0+050.0,113+489.709,,2763558.070,271862.106,123.290
高架路段,0+060.0,113+499.709,,2763549.223,271866.766,123.290
高架路段,0+070.0,113+509.709,,2763540.375,271871.427,123.290
高架路段,0+080.0,113+519.709,,2763531.528,271876.088,123.290
高架路段,0+090.0,113+529.709,,2763522.680,271880.748,123.291
高架路段,0+100.0,113+539.709,,2763513.833,271885.409,123.302
高架路段,0+110.0,113+549.709,,2763504.985,271890.069,123.324
高架路段,0+120.0,113+559.709,,2763496.138,271894.730,123.355
高架路段,0+130.0,113+569.709,,2763487.290,271899.391,123.388
高架路段,0+140.0,113+579.709,,2763478.443,271904.051,123.420
高架路段,0+150.0,113+589.709,,2763469.595,271908.712,123.453
高架路段,0+160.0,113+599.709,,2763460.748,271913.373,123.485
高架路段,0+170.0,113+609.709,,2763451.900,271918.033,123.518
高架路段,0+180.0,113+619.709,,2763443.053,271922.694,123.550
高架路段,0+190.0,113+629.709,,2763434.205,271927.355,123.583
高架路段,0+200.0,113+639.709,,2763425.358,271932.015,123.615
高架路段,0+210.0,113+649.709,,2763416.510,271936.676,123.648
高架路段,0+220.0,113+659.709,,2763407.663,271941.336,123.680
高架路段,0+230.0,113+669.709,,2763398.815,271945.997,123.713
高架路段,0+240.0,113+679.709,,2763389.968,271950.658,123.745
高架路段,0+250.0,113+689.709,,2763381.120,271955.318,123.778
高架路段,0+260.0,113+699.709,,2763372.273,271959.979,123.810
高架路段,0+270.0,113+709.709,,2763363.425,271964.640,123.843
高架路段,0+280.0,113+719.709,,2763354.578,271969.300,123.875
高架路段,0+290.0,113+729.709,,2763345.730,271973.961,123.908
高架路段,0+300.0,113+739.709,,2763336.883,271978.621,123.940
高架路段,0+310.0,113+749.709,,2763328.035,271983.282,123.973
高架路段,0+320.0,113+759.709,,2763319.187,271987.942,124.006
高架路段,0+330.0,113+769.709,,2763310.328,271992.580,124.046
高架路段,0+340.0,113+779.709,,2763301.425,271997.134,124.093
高架路段,0+350.0,113+789.709,,2763292.446,272001.536,124.141
高架路段,0+360.0,113+799.709,,2763283.364,272005.719,124.186
高架路段,0+370.0,113+809.709,,2763274.153,272009.613,124.223
高架路段,0+380.0,113+819.709,,2763264.803,272013.158,124.255
高架路段,0+390.0,113+829.709,,2763255.324,272016.341,124.288
高架路段,0+400.0,113+839.709,,2763245.730,272019.157,124.320
高架路段,0+410.0,113+849.709,,2763236.034,272021.602,124.353
高架路段,0+420.0,113+859.709,,2763226.251,272023.673,124.385
高架路段,0+430.0,113+869.709,,2763216.396,272025.366,124.418
高架路段,0+440.0,113+879.709,,2763206.483,272026.678,124.450
高架路段,0+450.0,113+889.709,,2763196.527,272027.609,124.483
高架路段,0+460.0,113+899.709,,2763186.543,272028.156,124.515
高架路段,0+470.0,113+909.709,,2763176.545,272028.318,124.548
高架路段,0+480.0,113+919.709,,2763166.548,272028.096,124.580
高架路段,0+490.0,113+929.709,,2763156.567,272027.490,124.613
高架路段,0+500.0,113+939.709,,2763146.616,272026.501,124.645
高架路段,0+510.0,113+949.709,,2763136.712,272025.129,124.678
高架路段,0+520.0,113+959.709,,2763126.867,272023.378,124.710
高架路段,0+530.0,113+969.709,,2763117.093,272021.264,124.737
高架路段,0+540.0,113+979.709,,2763107.388,272018.853,124.756
高架路段,0+550.0,113+989.709,,2763097.742,272016.218,124.773
高架路段,0+560.0,113+999.709,,2763088.138,272013.432,124.791
高架路段,0+570.0,114+009.709,,2763078.558,272010.565,124.818
高架路段,0+580.0,114+019.709,,2763068.982,272007.682,124.850
高架路段,0+590.0,114+029.709,,2763059.407,272004.799,124.883
高架路段,0+600.0,114+039.709,,2763049.830,272001.921,124.915
高架路段,0+610.0,114+049.709,,2763040.223,271999.145,124.963
高架路段,0+620.0,114+059.709,,2763030.546,271996.629,125.008
高架路段,0+630.0,114+069.709,,2763020.769,271994.531,125.011
高架路段,0+640.0,114+079.709,,2763010.901,271992.922,125.003
高架路段,0+650.0,114+089.709,,2763000.964,271991.809,124.942
高架路段,0+660.0,114+099.709,,2762990.984,271991.194,124.829
高架路段,0+670.0,114+109.709,,2762980.985,271991.079,124.663
高架路段,0+680.0,114+119.709,,2762970.994,271991.463,124.444
高架路段,0+690.0,114+129.709,,2762961.034,271992.347,124.173
高架路段,0+700.0,114+139.709,,2762951.131,271993.727,123.849
高架路段,0+710.0,114+149.709,,2762941.309,271995.600,123.472
高架路段,0+720.0,114+159.709,,2762931.593,271997.962,123.044
高架路段,0+730.0,114+169.709,,2762922.007,272000.806,122.603
高架路段,0+740.0,114+179.709,,2762912.575,272004.126,122.161
變化點,0+750.0,114+189.709,出土段,2762903.321,272007.913,121.720
地下路段,0+760.0,114+199.709,,2762894.268,272012.158,121.278
地下路段,0+770.0,114+209.709,,2762885.438,272016.850,120.837
地下路段,0+780.0,114+219.709,,2762876.854,272021.978,120.395
地下路段,0+790.0,114+229.709,,2762868.537,272027.528,119.955
地下路段,0+800.0,114+239.709,,2762860.502,272033.480,119.569
地下路段,0+810.0,114+249.709,,2762852.701,272039.735,119.184
地下路段,0+820.0,114+259.709,,2762845.037,272046.159,118.846
地下路段,0+830.0,114+269.709,,2762837.413,272052.630,118.563
地下路段,0+840.0,114+279.709,,2762829.789,272059.100,118.326
地下路段,0+850.0,114+289.709,,2762822.160,272065.566,118.133
地下路段,0+860.0,114+299.709,,2762814.505,272072.001,117.983
地下路段,0+870.0,114+309.709,,2762806.828,272078.408,117.878
地下路段,0+880.0,114+319.709,,2762799.147,272084.812,117.818
地下路段,0+890.0,114+329.709,,2762791.467,272091.216,117.800
地下路段,0+900.0,114+339.709,,2762783.800,272097.637,117.800
地下路段,0+910.0,114+349.709,,2762776.162,272104.091,117.800
地下路段,0+920.0,114+359.709,,2762768.538,272110.562,117.800
地下路段,0+930.0,114+369.709,,2762760.914,272117.033,117.800
地下路段,0+940.0,114+379.709,,2762753.288,272123.501,117.808
地下路段,0+950.0,114+389.709,,2762745.626,272129.928,117.817
地下路段,0+960.0,114+399.709,,2762737.881,272136.253,117.817
地下路段,0+970.0,114+409.709,,2762730.045,272142.465,117.817
地下路段,0+980.0,114+419.709,,2762722.119,272148.563,117.817
地下路段,0+990.0,114+429.709,,2762714.105,272154.545,117.817
地下路段,1+000.0,114+439.709,,2762706.006,272160.409,117.817
地下路段,1+010.0,114+449.709,,2762697.822,272166.155,117.796
地下路段,1+020.0,114+459.709,,2762689.555,272171.782,117.721
地下路段,1+030.0,114+469.709,,2762681.207,272177.288,117.592
地下路段,1+040.0,114+479.709,,2762672.780,272182.672,117.410
地下路段,1+050.0,114+489.709,,2762664.276,272187.933,117.174
地下路段,1+060.0,114+499.709,,2762655.697,272193.070,116.885
地下路段,1+070.0,114+509.709,,2762647.043,272198.081,116.542
地下路段,1+080.0,114+519.709,,2762638.318,272202.967,116.145
地下路段,1+090.0,114+529.709,,2762629.522,272207.725,115.698
地下路段,1+100.0,114+539.709,,2762620.659,272212.354,115.242
地下路段,1+110.0,114+549.709,,2762611.729,272216.855,114.786
地下路段,1+120.0,114+559.709,,2762602.734,272221.225,114.330
地下路段,1+130.0,114+569.709,,2762593.677,272225.463,113.874
地下路段,1+140.0,114+579.709,,2762584.559,272229.570,113.417
地下路段,1+150.0,114+589.709,,2762575.383,272233.544,112.966
地下路段,1+160.0,114+599.709,,2762566.149,272237.384,112.552
地下路段,1+170.0,114+609.709,,2762556.861,272241.089,112.183
地下路段,1+180.0,114+619.709,,2762547.520,272244.659,111.857
地下路段,1+190.0,114+629.709,,2762538.129,272248.093,111.575
地下路段,1+200.0,114+639.709,,2762528.688,272251.390,111.338
地下路段,1+210.0,114+649.709,,2762519.200,272254.549,111.145
地下路段,1+220.0,114+659.709,,2762509.668,272257.571,110.990
地下路段,1+230.0,114+669.709,,2762500.092,272260.453,110.843
地下路段,1+240.0,114+679.709,,2762490.476,272263.196,110.694
地下路段,1+250.0,114+689.709,,2762480.827,272265.821,110.531
地下路段,1+260.0,114+699.709,,2762471.167,272268.409,110.384
地下路段,1+270.0,114+709.709,,2762461.507,272270.995,110.236
地下路段,1+280.0,114+719.709,,2762451.848,272273.582,110.089
地下路段,1+290.0,114+729.709,,2762442.188,272276.169,109.942
地下路段,1+300.0,114+739.709,,2762432.528,272278.755,109.794
地下路段,1+310.0,114+749.709,,2762422.869,272281.342,109.647
地下路段,1+320.0,114+759.709,,2762413.209,272283.929,109.499
地下路段,1+330.0,114+769.709,,2762403.549,272286.515,109.352
地下路段,1+340.0,114+779.709,,2762393.890,272289.102,109.205
地下路段,1+350.0,114+789.709,,2762384.220,272291.651,109.071
地下路段,1+360.0,114+799.709,,2762374.517,272294.069,108.939
地下路段,1+370.0,114+809.709,,2762364.759,272296.252,108.796
地下路段,1+380.0,114+819.709,,2762354.938,272298.136,108.649
地下路段,1+390.0,114+829.709,,2762345.063,272299.712,108.502
地下路段,1+400.0,114+839.709,,2762335.144,272300.978,108.354
地下路段,1+410.0,114+849.709,,2762325.190,272301.934,108.207
地下路段,1+420.0,114+859.709,,2762315.212,272302.579,108.059
地下路段,1+430.0,114+869.709,,2762305.218,272302.911,107.912
地下路段,1+440.0,114+879.709,,2762295.218,272302.931,107.765
地下路段,1+450.0,114+889.709,,2762285.223,272302.638,107.617
地下路段,1+460.0,114+899.709,,2762275.241,272302.041,107.469
地下路段,1+470.0,114+909.709,,2762265.276,272301.209,107.350
地下路段,1+480.0,114+919.709,,2762255.322,272300.248,107.284
地下路段,1+490.0,114+929.709,,2762245.372,272299.253,107.275
地下路段,1+500.0,114+939.709,,2762235.421,272298.257,107.275
地下路段,1+510.0,114+949.709,,2762225.471,272297.262,107.275
地下路段,1+520.0,114+959.709,,2762215.521,272296.266,107.275
地下路段,1+530.0,114+969.709,,2762205.570,272295.271,107.275
地下路段,1+540.0,114+979.709,,2762195.620,272294.275,107.275
地下車站,0+000.0,114+982.904,A21(環北站),2762192.441,272293.957,107.275
地下路段,0+010.0,114+992.904,,2762182.490,272292.962,107.275
地下路段,0+020.0,115+002.904,,2762172.540,272291.966,107.275
地下路段,0+030.0,115+012.904,,2762162.592,272290.951,107.275
地下路段,0+040.0,115+022.904,,2762152.650,272289.871,107.275
地下路段,0+050.0,115+032.904,,2762142.720,272288.693,107.275
